Manager ID (#),DOB (dd-mm-yyyy),"Sex (female, male, prefer-not-to-say)","Region (APAC, UK & EMEA, USA)",Department,"Seniority (Colleague, Senior leader)",Hire Date (dd-mm-yyyy),Leadership rating - Commercial Acumn (360 rating),Leadership rating - Communication (360 rating),Leadership rating - Change Agility (360 rating),Leadership rating - Building Capability (360 rating),Leadership rating - Creating positive culture (360),# of previous Managerial roles,Turnover rate (as a % of team size for FY2023),Team size (#),2023 Team Engagement score (average eNPS),Full-Time Equivalent (FTE)
8290,13/09/1994,Female,UK & EMEA,Sales & Marketing,Colleague,10/22/2018,1.8,2.9,2.5,3.2,2.5,2.0,66,3,-43,1.0
8308,23/08/1968,Male,APAC,Sales & Marketing,Colleague,1/28/2019,2.1,3.2,3.6,2.8,2.7,6.0,69,9,-33,1.0
8294,17/02/1994,Male,APAC,Manufacturing,Colleague,11/19/2018,1.7,3.2,3.5,2.2,2.1,4.0,71,14,-53,1.0
8219,28/08/1979,Female,USA,Human Resources,Senior Leader,11/6/2017,2.3,2.3,3.3,2.8,2.9,4.0,72,11,-33,1.0
8112,25/07/1988,Male,APAC,Research Department,Colleague,7/1/2014,2.0,1.5,3.1,1.8,2.9,2.0,73,8,-48,1.0
8654,24/03/1986,Female,USA,Manufacturing,Colleague,10/18/2021,2.0,2.5,2.6,2.4,1.4,5.0,73,13,-57,1.0
8136,03/10/1989,Male,UK & EMEA,IT Department,Colleague,8/6/2015,1.7,2.4,4.0,2.6,2.5,4.0,73,13,-57,1.0
8611,28/08/1997,Male,APAC,Manufacturing,Colleague,8/23/2021,1.4,2.2,2.1,2.3,2.4,2.0,74,12,-23,1.0
8629,09/07/1984,Female,UK & EMEA,Manufacturing,Colleague,9/13/2021,2.2,2.2,4.8,1.5,1.9,4.0,75,4,-74,1.0
8181,10/12/1992,Male,UK & EMEA,Research Department,Colleague,3/13/2017,2.1,2.2,4.0,2.1,2.1,4.0,75,4,-90,1.0
8894,28/06/1999,Female,USA,Manufacturing,Colleague,11/14/2022,2.0,2.1,3.7,2.6,1.4,3.0,75,4,-90,1.0
8485,06/06/1988,Male,APAC,Sales & Marketing,Colleague,10/19/2020,1.9,2.4,3.6,2.0,2.4,3.0,75,4,-90,1.0
8487,15/03/1992,Female,UK & EMEA,Research Department,Colleague,10/26/2020,1.9,1.8,3.7,3.0,2.4,3.0,75,4,-90,1.0
8304,05/10/1976,Male,USA,IT Department,Colleague,1/7/2019,1.8,1.9,3.4,2.9,2.3,4.0,75,4,-90,1.0
8580,02/12/1985,Female,USA,Manufacturing,Colleague,7/12/2021,1.7,2.2,4.4,2.6,2.1,4.0,75,4,-79,1.0
8268,27/10/1984,Female,UK & EMEA,Manufacturing,Colleague,8/20/2018,1.6,2.9,3.2,2.2,2.7,3.0,75,4,-90,0.8
8066,16/01/1976,Female,APAC,Manufacturing,Colleague,11/7/2011,1.6,2.5,4.7,2.7,1.7,3.0,75,4,-90,1.0
8534,07/06/1987,Male,UK & EMEA,IT Department,Colleague,4/6/2021,1.6,2.9,3.4,2.9,2.1,4.0,75,4,-79,1.0
8513,11/12/1994,Female,UK & EMEA,Sales & Marketing,Colleague,1/4/2021,1.4,2.4,3.2,2.6,1.8,2.0,75,4,-67,1.0
8642,09/04/1997,Female,UK & EMEA,Manufacturing,Colleague,9/27/2021,1.4,2.6,3.5,2.6,3.0,2.0,75,4,-70,1.0
8670,21/10/1981,Male,UK & EMEA,Sales & Marketing,Colleague,11/15/2021,1.4,2.1,3.3,1.6,2.3,3.0,75,4,-73,0.8
8956,02/12/1994,Female,APAC,Sales & Marketing,Colleague,4/10/2023,1.3,2.2,2.1,1.7,2.0,4.0,75,4,-90,1.0
8879,01/04/1976,Female,APAC,Manufacturing,Colleague,11/1/2022,1.7,2.6,3.5,1.8,2.0,4.0,77,10,-33,1.0
8528,15/10/1975,Male,UK & EMEA,IT Department,Senior Leader,3/29/2021,1.7,1.7,2.8,2.4,2.5,4.0,77,10,-23,1.0
8832,09/03/1971,Male,USA,Sales & Marketing,Colleague,9/6/2022,1.9,1.9,3.5,2.8,2.4,6.0,78,14,-49,1.0
8898,11/02/1986,Female,USA,Research Department,Colleague,11/28/2022,1.5,2.2,3.2,2.4,2.9,5.0,79,14,-48,1.0
8587,14/10/1998,Male,UK & EMEA,Manufacturing,Colleague,7/26/2021,1.8,1.5,2.9,1.8,2.3,4.0,80,5,-61,1.0
8612,22/06/1995,Female,APAC,Manufacturing,Colleague,8/23/2021,1.8,1.6,3.1,1.9,2.1,3.0,80,5,-64,1.0
8908,27/11/2003,Female,USA,Manufacturing,Colleague,12/28/2022,1.8,2.0,2.1,1.9,1.8,3.0,80,5,-56,1.0
8433,26/05/1984,Female,APAC,Sales & Marketing,Colleague,5/6/2020,1.7,1.8,2.9,2.4,2.1,5.0,80,5,-66,1.0
8831,27/10/1985,Male,USA,Research Department,Colleague,9/6/2022,1.7,1.3,3.1,1.8,2.0,5.0,80,5,-90,1.0
8980,04/07/1995,Male,UK & EMEA,Sales & Marketing,Colleague,6/26/2023,1.7,1.7,2.8,2.3,1.7,3.0,80,5,-59,1.0
8420,24/10/1996,Male,UK & EMEA,Sales & Marketing,Colleague,4/6/2020,1.7,2.1,2.6,2.1,2.1,4.0,80,5,-90,1.0
8935,12/11/1994,Female,UK & EMEA,Human Resources,Colleague,2/6/2023,1.6,2.3,3.0,2.2,2.5,2.0,80,5,-90,1.0
8192,28/07/1988,Female,UK & EMEA,Human Resources,Colleague,4/24/2017,1.6,2.5,3.1,2.2,1.9,2.0,80,5,-90,1.0
8600,19/06/1997,Male,APAC,Manufacturing,Colleague,8/9/2021,1.6,1.4,3.4,2.0,1.9,3.0,80,5,-58,1.0
8542,07/02/1977,Male,UK & EMEA,Research Department,Colleague,5/4/2021,1.4,2.6,2.4,1.4,2.5,4.0,80,5,-51,1.0
8921,27/08/1995,Male,UK & EMEA,Manufacturing,Colleague,1/9/2023,1.4,2.4,2.9,2.3,2.0,2.0,80,5,-90,1.0
8981,01/08/1977,Male,UK & EMEA,IT Department,Colleague,6/26/2023,1.3,2.0,2.8,2.8,1.9,5.0,80,5,-53,1.0
8437,20/04/1988,Female,APAC,Sales & Marketing,Colleague,5/11/2020,1.3,1.8,3.0,2.1,1.2,2.0,80,5,-47,1.0
8335,11/09/1981,Female,UK & EMEA,Research Department,Colleague,6/10/2019,1.2,2.7,3.6,1.8,1.8,5.0,80,5,-51,1.0
8390,25/06/1983,Female,UK & EMEA,Research Department,Colleague,1/20/2020,1.2,1.8,3.7,2.3,2.1,5.0,80,5,-85,1.0
8068,10/05/1988,Female,APAC,Research Department,Colleague,2/27/2012,1.2,2.2,2.7,1.2,1.7,2.0,80,5,-83,1.0
8193,19/01/1986,Male,APAC,Sales & Marketing,Colleague,5/2/2017,1.1,1.9,2.7,1.8,1.6,4.0,80,5,-90,1.0
8034,10/09/1986,Female,UK & EMEA,Sales & Marketing,Colleague,1/26/2009,1.1,2.1,2.3,1.5,1.6,3.0,80,5,-59,1.0
8072,30/09/1989,Female,USA,Manufacturing,Colleague,6/30/2012,1.1,2.3,3.1,2.2,1.5,3.0,80,5,-90,1.0
8126,17/08/1992,Female,APAC,Manufacturing,Colleague,4/27/2015,1.1,2.2,4.0,1.4,2.4,3.0,80,5,-90,1.0
8919,25/02/1988,Female,UK & EMEA,Sales & Marketing,Senior Leader,1/9/2023,1.8,2.2,3.4,2.2,1.7,2.0,81,9,-81,1.0
8344,08/01/1996,Female,UK & EMEA,Sales & Marketing,Colleague,8/1/2019,1.3,2.0,2.9,2.1,2.4,4.0,81,14,-90,1.0
8684,09/11/1992,Female,APAC,Sales & Marketing,Colleague,12/20/2021,1.2,1.8,2.2,1.8,2.0,4.0,83,15,-73,1.0
8837,17/10/1967,Female,UK & EMEA,Sales & Marketing,Colleague,9/12/2022,1.0,1.7,2.7,1.9,1.4,6.0,83,12,-69,1.0
8080,05/10/1989,Female,UK & EMEA,Sales & Marketing,Senior Leader,8/1/2012,1.4,2.1,2.8,1.7,1.9,4.0,84,7,-85,1.0
8094,29/12/1988,Female,APAC,Research Department,Colleague,9/22/2013,1.0,1.7,3.0,1.7,1.9,3.0,84,9,-73,1.0
8805,25/06/1999,Male,USA,Manufacturing,Colleague,8/1/2022,1.7,1.1,2.5,2.3,0.8,4.0,86,8,-90,1.0
8643,02/09/1998,Female,UK & EMEA,Manufacturing,Colleague,9/27/2021,1.4,2.3,2.4,1.6,1.6,3.0,86,14,-64,1.0
8676,10/12/1989,Female,APAC,Sales & Marketing,Colleague,11/29/2021,1.3,1.6,2.9,1.8,1.6,4.0,86,13,-78,1.0
8256,30/10/1995,Female,APAC,Research Department,Colleague,6/19/2018,1.3,2.0,3.2,1.2,1.2,4.0,90,7,-80,1.0
8169,28/05/1971,Male,UK & EMEA,IT Department,Colleague,11/21/2016,1.2,1.6,2.6,2.0,1.2,4.0,93,8,-85,1.0
8259,07/05/1992,Female,APAC,Manufacturing,Colleague,7/10/2018,1.2,0.7,2.4,0.9,0.9,4.0,94,11,-90,1.0
8925,01/01/2000,Male,UK & EMEA,IT Department,Senior Leader,1/16/2023,0.8,1.4,2.5,1.2,1.5,4.0,95,15,-61,1.0
8529,29/12/1998,Female,APAC,Manufacturing,Colleague,3/29/2021,0.6,1.5,2.0,1.7,2.0,4.0,95,11,-71,1.0
8838,16/06/1988,Female,APAC,Manufacturing,Colleague,9/12/2022,0.4,0.9,3.0,0.6,0.7,3.0,96,7,-90,1.0
8711,11/08/1995,Female,APAC,Research Department,Colleague,2/14/2022,0.3,1.6,2.5,0.8,0.9,2.0,96,15,-90,1.0
8478,10/01/1997,Male,APAC,Research Department,Colleague,9/21/2020,0.7,1.1,2.0,1.6,1.6,3.0,97,12,-85,1.0
8322,05/12/1980,Male,APAC,Finance,Colleague,4/8/2019,1.0,1.1,0.9,1.6,0.8,3.0,100,3,-49,1.0
8307,06/09/1996,Female,UK & EMEA,Research Department,Colleague,1/21/2019,1.0,0.8,1.9,0.8,1.4,4.0,100,1,-45,1.0
8401,22/08/1980,Male,USA,Sales & Marketing,Senior Leader,3/2/2020,0.9,0.6,2.0,1.4,0.4,5.0,100,3,-65,1.0
8764,07/03/1990,Male,UK & EMEA,Finance,Colleague,6/6/2022,0.9,1.0,0.7,1.3,0.3,2.0,100,1,-18,1.0
8114,11/08/1975,Female,UK & EMEA,Sales & Marketing,Colleague,9/4/2014,0.9,1.4,2.3,1.1,0.7,5.0,100,6,-87,1.0
8622,22/08/1995,Female,APAC,Manufacturing,Colleague,9/6/2021,0.9,1.0,2.8,1.3,0.5,4.0,100,1,-90,1.0
8171,05/10/1989,Male,UK & EMEA,IT Department,Colleague,12/19/2016,0.9,1.4,1.7,0.5,1.5,2.0,100,3,-90,1.0
8376,28/12/1985,Male,USA,Research Department,Colleague,11/25/2019,0.8,1.2,2.0,0.9,0.6,3.0,100,6,-74,1.0
8342,01/06/1989,Female,UK & EMEA,Finance,Colleague,7/22/2019,0.8,1.0,1.9,1.6,1.7,3.0,100,1,-45,1.0
8563,12/06/1966,Male,USA,Sales & Marketing,Senior Leader,6/14/2021,0.8,1.7,1.8,1.0,1.0,5.0,100,5,-78,1.0
8863,22/12/1987,Female,UK & EMEA,Manufacturing,Colleague,10/17/2022,0.8,1.0,2.2,1.4,1.2,2.0,100,5,-76,1.0
8592,16/12/1986,Female,USA,Sales & Marketing,Colleague,8/2/2021,0.7,1.3,2.1,1.1,0.9,3.0,100,6,-69,1.0
8951,07/02/1989,Male,USA,Research Department,Colleague,3/31/2023,0.7,1.3,2.7,1.2,1.8,3.0,100,5,-79,1.0
8113,10/08/1988,Male,UK & EMEA,Manufacturing,Colleague,7/7/2014,0.7,0.4,2.5,1.1,1.6,2.0,100,2,-28,1.0
8588,26/02/1998,Female,APAC,Manufacturing,Colleague,7/26/2021,0.7,1.0,1.5,1.1,0.8,4.0,100,1,-30,1.0
8351,30/05/1993,Female,UK & EMEA,Manufacturing,Colleague,8/27/2019,0.7,0.6,1.7,0.8,0.8,2.0,100,2,-32,1.0
8875,14/07/1996,Female,APAC,Research Department,Colleague,10/31/2022,0.7,0.6,1.9,1.3,1.4,2.0,100,1,-67,1.0
8582,31/10/2000,Male,UK & EMEA,Manufacturing,Colleague,7/19/2021,0.7,0.8,1.6,1.1,0.6,3.0,100,6,-20,1.0
8105,19/02/1985,Male,UK & EMEA,IT Department,Colleague,2/17/2014,0.7,1.4,2.1,0.8,0.5,4.0,100,1,-31,1.0
8802,09/05/2000,Female,UK & EMEA,Research Department,Colleague,8/1/2022,0.6,0.5,1.9,1.3,0.7,2.0,100,2,-34,1.0
8593,27/01/1984,Male,UK & EMEA,Manufacturing,Colleague,8/2/2021,0.6,0.9,1.9,0.9,1.0,3.0,100,2,-32,1.0
8920,13/12/1986,Male,APAC,Human Resources,Colleague,1/9/2023,0.6,1.1,2.1,1.1,0.9,2.0,100,3,-90,1.0
8995,17/01/1997,Female,USA,Manufacturing,Colleague,7/17/2023,0.6,1.1,1.7,1.2,0.4,2.0,100,2,-90,1.0
8276,06/06/1993,Male,USA,Manufacturing,Colleague,9/11/2018,0.6,0.7,2.4,1.0,1.7,3.0,100,1,-69,1.0
8728,22/11/1999,Female,UK & EMEA,Research Department,Colleague,4/4/2022,0.6,1.3,1.3,1.5,1.0,4.0,100,1,-90,1.0
8202,14/04/1995,Male,UK & EMEA,IT Department,Colleague,8/29/2017,0.6,0.5,1.8,1.7,0.4,3.0,100,5,-77,1.0
8235,26/04/1996,Female,UK & EMEA,Finance,Colleague,2/1/2018,0.5,0.6,2.1,0.2,1.0,4.0,100,8,-60,1.0
8429,25/01/1997,Female,APAC,Research Department,Colleague,4/20/2020,0.5,0.3,1.7,1.1,1.2,2.0,100,1,-90,1.0
8439,03/04/1995,Female,APAC,Research Department,Colleague,5/25/2020,0.5,0.6,1.6,0.8,1.4,2.0,100,1,-76,1.0
8360,06/06/1983,Female,UK & EMEA,IT Department,Colleague,10/7/2019,0.4,1.0,1.0,1.5,1.2,3.0,100,5,-75,1.0
8295,23/06/1996,Female,UK & EMEA,Sales & Marketing,Colleague,11/26/2018,0.4,1.1,2.4,0.8,1.5,2.0,100,5,-81,1.0
8052,09/08/1988,Male,APAC,Research Department,Colleague,9/20/2010,0.4,1.8,1.0,0.4,1.0,2.0,100,5,-70,1.0
8362,15/08/1992,Female,APAC,Manufacturing,Colleague,10/8/2019,0.4,0.3,2.1,1.7,1.0,2.0,100,3,-75,1.0
8497,28/07/1994,Male,USA,Manufacturing,Colleague,11/3/2020,0.4,1.3,1.6,0.4,1.4,3.0,100,5,-73,1.0
8538,16/07/1992,Female,APAC,Research Department,Colleague,4/19/2021,0.4,1.5,1.8,1.2,0.3,3.0,100,5,-80,1.0
8236,02/05/1987,Female,UK & EMEA,Research Department,Colleague,2/5/2018,0.4,1.5,3.4,1.0,0.5,4.0,100,2,-90,1.0
8121,10/01/1979,Female,UK & EMEA,IT Department,Colleague,11/26/2014,0.3,1.7,2.9,1.1,0.8,5.0,100,1,-70,1.0
8645,27/05/1987,Male,UK & EMEA,IT Department,Colleague,10/4/2021,0.3,0.6,2.4,1.0,1.2,3.0,100,1,-48,1.0
8913,01/09/1970,Male,UK & EMEA,Sales & Marketing,Colleague,1/3/2023,0.3,1.4,2.0,1.7,1.6,4.0,100,2,-31,0.8
8627,30/12/1985,Male,UK & EMEA,IT Department,Colleague,9/13/2021,0.2,0.7,1.2,0.5,1.5,4.0,100,2,-28,1.0
8638,08/08/1999,Female,APAC,Manufacturing,Colleague,9/22/2021,0.2,1.2,1.1,0.4,1.2,4.0,100,1,-56,1.0
8583,25/10/1999,Female,APAC,Research Department,Colleague,7/19/2021,0.2,0.6,1.3,0.7,0.9,2.0,100,2,-26,1.0
8727,11/11/1968,Male,USA,Finance,Colleague,3/28/2022,0.2,1.3,1.4,0.8,0.8,4.0,100,1,-40,1.0
8172,26/11/1987,Female,APAC,Manufacturing,Colleague,12/23/2016,0.2,0.8,2.1,1.7,0.7,3.0,100,4,-90,1.0
8370,19/12/1983,Male,UK & EMEA,Manufacturing,Colleague,11/4/2019,0.2,0.5,1.7,1.3,1.3,5.0,100,1,-71,1.0
8252,08/12/1993,Male,USA,Manufacturing,Colleague,5/14/2018,0.1,1.8,2.4,0.9,1.3,3.0,100,2,-37,1.0
8436,26/04/1982,Male,UK & EMEA,Manufacturing,Senior Leader,5/11/2020,0.1,0.2,1.9,1.1,1.2,3.0,100,1,-64,1.0
8523,17/09/1979,Male,APAC,Manufacturing,Colleague,2/18/2021,0.1,0.5,2.7,1.5,1.3,5.0,100,3,-66,1.0
8438,23/11/1990,Male,APAC,Sales & Marketing,Colleague,5/11/2020,0.1,0.7,2.2,0.6,1.1,3.0,100,5,-75,1.0
8332,07/06/1986,Male,USA,Sales & Marketing,Colleague,5/27/2019,0.1,1.2,1.6,1.4,0.6,4.0,100,2,-35,1.0
8409,10/02/1961,Male,USA,Research Department,Colleague,3/23/2020,0.1,1.0,1.9,1.1,1.2,6.0,100,5,-76,1.0
8451,11/03/1981,Female,USA,Research Department,Colleague,7/6/2020,0.1,0.6,2.4,1.4,0.9,4.0,100,1,-47,1.0
8365,16/05/1982,Male,UK & EMEA,Research Department,Colleague,10/14/2019,0.1,0.2,3.0,1.1,0.9,5.0,100,1,-83,1.0
8673,11/04/1992,Male,APAC,Research Department,Colleague,11/22/2021,0.0,1.5,2.7,1.0,1.8,3.0,100,5,-69,1.0
8968,04/04/1996,Female,UK & EMEA,Manufacturing,Colleague,5/3/2023,0.0,1.2,2.6,0.5,1.2,3.0,100,1,-38,1.0
8316,25/09/1980,Female,APAC,Sales & Marketing,Colleague,3/13/2019,0.0,1.5,1.9,0.2,0.9,5.0,100,5,-68,1.0
8445,23/04/1959,Female,UK & EMEA,Finance,Colleague,6/15/2020,0.0,1.5,1.7,1.0,1.2,4.0,100,5,-71,1.0
